s,a,k,h,I
2021-11-11,05-14,4,7,36640
2021-11-11,15-34,4,2,57487
2021-11-11,35-59,4,38,74006
2021-11-11,60-79,4,47,24840
2021-11-11,80+,4,44,8351
2021-11-11,00-04,5,0,5263
2021-11-11,05-14,5,0,36640
2021-11-11,15-34,5,12,57487
2021-11-11,35-59,5,32,74006
2021-11-11,60-79,5,30,24840
2021-11-11,80+,5,26,8351
2021-11-11,00-04,6,0,5263
2021-11-11,05-14,6,1,36640
2021-11-11,15-34,6,7,57487
2021-11-11,35-59,6,16,74006
2021-11-11,60-79,6,26,24840
2021-11-11,80+,6,24,8351
2021-11-11,00-04,7,0,5263
2021-11-11,05-14,7,0,36640
2021-11-11,15-34,7,1,57487
2021-11-11,35-59,7,10,74006
2021-11-11,60-79,7,8,24840
2021-11-11,80+,7,9,8351
2021-11-12,00-04,0,83,5563
2021-11-12,05-14,0,101,39973
2021-11-12,15-34,0,416,60352
2021-11-12,35-59,0,942,77939
2021-11-12,60-79,0,1529,26301
2021-11-12,80+,0,1528,8601
2021-11-12,00-04,1,16,5563
2021-11-12,05-14,1,26,39973
2021-11-12,15-34,1,153,60352
2021-11-12,35-59,1,546,77939
2021-11-12,60-79,1,661,26301
2021-11-12,80+,1,536,8601
2021-11-12,00-04,2,5,5563
2021-11-12,05-14,2,5,39973
2021-11-12,15-34,2,59,60352
2021-11-12,35-59,2,244,77939
2021-11-12,60-79,2,275,26301
2021-11-12,80+,2,214,8601
2021-11-12,00-04,3,0,5563
2021-11-12,05-14,3,8,39973
2021-11-12,15-34,3,21,60352
2021-11-12,35-59,3,71,77939
2021-11-12,60-79,3,100,26301
2021-11-12,80+,3,78,8601
2021-11-12,00-04,4,0,5563
2021-11-12,05-14,4,8,39973
2021-11-12,15-34,4,8,60352
2021-11-12,35-59,4,43,77939
2021-11-12,60-79,4,50,26301
2021-11-12,80+,4,49,8601
2021-11-12,00-04,5,0,5563
2021-11-12,05-14,5,0,39973
2021-11-12,15-34,5,12,60352
2021-11-12,35-59,5,33,77939
2021-11-12,60-79,5,35,26301
2021-11-12,80+,5,26,8601
2021-11-12,00-04,6,0,5563
2021-11-12,05-14,6,1,39973
2021-11-12,15-34,6,5,60352
2021-11-12,35-59,6,11,77939
2021-11-12,60-79,6,21,26301
2021-11-12,80+,6,24,8601
2021-11-12,00-04,7,1,5563
2021-11-12,05-14,7,0,39973
2021-11-12,15-34,7,1,60352
2021-11-12,35-59,7,10,77939
2021-11-12,60-79,7,12,26301
2021-11-12,80+,7,11,8601
2021-11-13,00-04,0,92,5897
2021-11-13,05-14,0,94,43002
2021-11-13,15-34,0,384,62627
2021-11-13,35-59,0,861,82069
2021-11-13,60-79,0,1480,27660
2021-11-13,80+,0,1470,8806
2021-11-13,00-04,1,16,5897
2021-11-13,05-14,1,30,43002
2021-11-13,15-34,1,170,62627
2021-11-13,35-59,1,619,82069
2021-11-13,60-79,1,753,27660
2021-11-13,80+,1,596,8806
2021-11-13,00-04,2,6,5897
2021-11-13,05-14,2,5,43002
2021-11-13,15-34,2,60,62627
2021-11-13,35-59,2,291,82069
2021-11-13,60-79,2,310,27660
2021-11-13,80+,2,224,8806
2021-11-13,00-04,3,0,5897
2021-11-13,05-14,3,9,43002
2021-11-13,15-34,3,24,62627
2021-11-13,35-59,3,91,82069
2021-11-13,60-79,3,109,27660
2021-11-13,80+,3,100,8806
2021-11-13,00-04,4,0,5897
2021-11-13,05-14,4,8,43002
2021-11-13,15-34,4,6,62627
2021-11-13,35-59,4,40,82069
2021-11-13,60-79,4,64,27660
2021-11-13,80+,4,49,8806
2021-11-13,00-04,5,0,5897
2021-11-13,05-14,5,0,43002
2021-11-13,15-34,5,13,62627
2021-11-13,35-59,5,30,82069
2021-11-13,60-79,5,39,27660
2021-11-13,80+,5,30,8806
2021-11-13,00-04,6,0,5897
2021-11-13,05-14,6,2,43002
2021-11-13,15-34,6,5,62627
2021-11-13,35-59,6,7,82069
2021-11-13,60-79,6,19,27660
2021-11-13,80+,6,28,8806
2021-11-13,00-04,7,0,5897
2021-11-13,05-14,7,0,43002
2021-11-13,15-34,7,2,62627
2021-11-13,35-59,7,8,82069
2021-11-13,60-79,7,14,27660
2021-11-13,80+,7,13,8806
2021-11-14,00-04,0,91,6135
2021-11-14,05-14,0,84,45247
2021-11-14,15-34,0,358,64815
2021-11-14,35-59,0,825,85591
2021-11-14,60-79,0,1412,28787
2021-11-14,80+,0,1405,9116
2021-11-14,00-04,1,18,6135
2021-11-14,05-14,1,35,45247
2021-11-14,15-34,1,200,64815
2021-11-14,35-59,1,680,85591
2021-11-14,60-79,1,814,28787
2021-11-14,80+,1,676,9116
2021-11-14,00-04,2,5,6135
2021-11-14,05-14,2,7,45247
2021-11-14,15-34,2,73,64815
2021-11-14,35-59,2,316,85591
2021-11-14,60-79,2,331,28787
2021-11-14,80+,2,243,9116
2021-11-14,00-04,3,0,6135
2021-11-14,05-14,3,9,45247
2021-11-14,15-34,3,22,64815
2021-11-14,35-59,3,97,85591
2021-11-14,60-79,3,129,28787
2021-11-14,80+,3,104,9116
2021-11-14,00-04,4,0,6135
2021-11-14,05-14,4,9,45247
2021-11-14,15-34,4,10,64815
2021-11-14,35-59,4,44,85591
2021-11-14,60-79,4,69,28787
2021-11-14,80+,4,65,9116
2021-11-14,00-04,5,0,6135
2021-11-14,05-14,5,0,45247
2021-11-14,15-34,5,13,64815
2021-11-14,35-59,5,30,85591
2021-11-14,60-79,5,41,28787
2021-11-14,80+,5,30,9116
2021-11-14,00-04,6,0,6135
2021-11-14,05-14,6,2,45247
2021-11-14,15-34,6,4,64815
2021-11-14,35-59,6,11,85591
2021-11-14,60-79,6,17,28787
2021-11-14,80+,6,33,9116
2021-11-14,00-04,7,0,6135
2021-11-14,05-14,7,0,45247
2021-11-14,15-34,7,3,64815
2021-11-14,35-59,7,12,85591
2021-11-14,60-79,7,12,28787
2021-11-14,80+,7,12,9116
2021-11-15,00-04,0,86,6549
2021-11-15,05-14,0,88,47532
2021-11-15,15-34,0,411,67767
2021-11-15,35-59,0,934,89796
2021-11-15,60-79,0,1576,30193
2021-11-15,80+,0,1530,9498
2021-11-15,00-04,1,18,6549
2021-11-15,05-14,1,31,47532
2021-11-15,15-34,1,169,67767
2021-11-15,35-59,1,630,89796
2021-11-15,60-79,1,773,30193
2021-11-15,80+,1,581,9498
2021-11-15,00-04,2,3,6549
2021-11-15,05-14,2,8,47532
2021-11-15,15-34,2,65,67767
2021-11-15,35-59,2,297,89796
2021-11-15,60-79,2,338,30193
2021-11-15,80+,2,249,9498
2021-11-15,00-04,3,0,6549
2021-11-15,05-14,3,13,47532
2021-11-15,15-34,3,18,67767
2021-11-15,35-59,3,106,89796
2021-11-15,60-79,3,121,30193
2021-11-15,80+,3,100,9498
2021-11-15,00-04,4,0,6549
2021-11-15,05-14,4,6,47532
2021-11-15,15-34,4,14,67767
2021-11-15,35-59,4,38,89796
2021-11-15,60-79,4,71,30193
2021-11-15,80+,4,73,9498
2021-11-15,00-04,5,0,6549
2021-11-15,05-14,5,0,47532
2021-11-15,15-34,5,9,67767
2021-11-15,35-59,5,23,89796
2021-11-15,60-79,5,35,30193
2021-11-15,80+,5,35,9498
2021-11-15,00-04,6,0,6549
2021-11-15,05-14,6,2,47532
2021-11-15,15-34,6,5,67767
2021-11-15,35-59,6,15,89796
2021-11-15,60-79,6,21,30193
2021-11-15,80+,6,30,9498
2021-11-15,00-04,7,0,6549
2021-11-15,05-14,7,0,47532
2021-11-15,15-34,7,3,67767
2021-11-15,35-59,7,8,89796
2021-11-15,60-79,7,11,30193
2021-11-15,80+,7,16,9498
2021-11-16,00-04,0,100,6914
2021-11-16,05-14,0,101,48943
2021-11-16,15-34,0,420,69402
2021-11-16,35-59,0,1043,92941
2021-11-16,60-79,0,1687,31373
2021-11-16,80+,0,1595,9644
2021-11-16,00-04,1,18,6914
2021-11-16,05-14,1,17,48943
2021-11-16,15-34,1,159,69402
2021-11-16,35-59,1,631,92941
2021-11-16,60-79,1,760,31373
2021-11-16,80+,1,572,9644
2021-11-16,00-04,2,1,6914
2021-11-16,05-14,2,8,48943
2021-11-16,15-34,2,58,69402
2021-11-16,35-59,2,277,92941
2021-11-16,60-79,2,325,31373
2021-11-16,80+,2,248,9644
2021-11-16,00-04,3,4,6914
2021-11-16,05-14,3,13,48943
2021-11-16,15-34,3,21,69402
2021-11-16,35-59,3,105,92941
2021-11-16,60-79,3,117,31373
2021-11-16,80+,3,110,9644
2021-11-16,00-04,4,0,6914
2021-11-16,05-14,4,5,48943
2021-11-16,15-34,4,19,69402
2021-11-16,35-59,4,38,92941
2021-11-16,60-79,4,76,31373
2021-11-16,80+,4,71,9644
2021-11-16,00-04,5,0,6914
2021-11-16,05-14,5,2,48943
2021-11-16,15-34,5,5,69402
2021-11-16,35-59,5,19,92941
2021-11-16,60-79,5,36,31373
2021-11-16,80+,5,33,9644
2021-11-16,00-04,6,1,6914
2021-11-16,05-14,6,2,48943
2021-11-16,15-34,6,3,69402
2021-11-16,35-59,6,19,92941
2021-11-16,60-79,6,23,31373
2021-11-16,80+,6,29,9644
2021-11-16,00-04,7,0,6914
2021-11-16,05-14,7,1,48943
2021-11-16,15-34,7,3,69402
2021-11-16,35-59,7,6,92941
2021-11-16,60-79,7,11,31373
2021-11-16,80+,7,10,9644
2021-11-17,00-04,0,99,7108
2021-11-17,05-14,0,111,49468
2021-11-17,15-34,0,440,70740
2021-11-17,35-59,0,1040,95641
2021-11-17,60-79,0,1734,32271
2021-11-17,80+,0,1637,9852
2021-11-17,00-04,1,19,7108
2021-11-17,05-14,1,26,49468
2021-11-17,15-34,1,174,70740
2021-11-17,35-59,1,696,95641
2021-11-17,60-79,1,818,32271
2021-11-17,80+,1,604,9852
2021-11-17,00-04,2,2,7108
2021-11-17,05-14,2,7,49468
2021-11-17,15-34,2,59,70740
2021-11-17,35-59,2,253,95641
2021-11-17,60-79,2,328,32271
2021-11-17,80+,2,262,9852
2021-11-17,00-04,3,2,7108
2021-11-17,05-14,3,15,49468
2021-11-17,15-34,3,28,70740
2021-11-17,35-59,3,120,95641
2021-11-17,60-79,3,142,32271
2021-11-17,80+,3,130,9852
2021-11-17,00-04,4,0,7108
2021-11-17,05-14,4,4,49468
2021-11-17,15-34,4,16,70740
2021-11-17,35-59,4,44,95641
2021-11-17,60-79,4,79,32271
2021-11-17,80+,4,70,9852
2021-11-17,00-04,5,0,7108
2021-11-17,05-14,5,0,49468
2021-11-17,15-34,5,7,70740
2021-11-17,35-59,5,26,95641
2021-11-17,60-79,5,34,32271
2021-11-17,80+,5,47,9852
2021-11-17,00-04,6,1,7108
2021-11-17,05-14,6,1,49468
2021-11-17,15-34,6,4,70740
2021-11-17,35-59,6,12,95641
2021-11-17,60-79,6,24,32271
2021-11-17,80+,6,24,9852
2021-11-17,00-04,7,0,7108
2021-11-17,05-14,7,1,49468
2021-11-17,15-34,7,0,70740
2021-11-17,35-59,7,7,95641
2021-11-17,60-79,7,14,32271
2021-11-17,80+,7,6,9852
2021-11-18,00-04,0,102,7554
2021-11-18,05-14,0,106,52353
2021-11-18,15-34,0,440,74054
2021-11-18,35-59,0,1054,101102
2021-11-18,60-79,0,1751,34173
2021-11-18,80+,0,1661,10287
2021-11-18,00-04,1,18,7554
2021-11-18,05-14,1,35,52353
2021-11-18,15-34,1,182,74054
2021-11-18,35-59,1,743,101102
2021-11-18,60-79,1,870,34173
2021-11-18,80+,1,668,10287
2021-11-18,00-04,2,5,7554
2021-11-18,05-14,2,8,52353
2021-11-18,15-34,2,58,74054
2021-11-18,35-59,2,263,101102
2021-11-18,60-79,2,313,34173
2021-11-18,80+,2,266,10287
2021-11-18,00-04,3,2,7554
2021-11-18,05-14,3,13,52353
2021-11-18,15-34,3,32,74054
2021-11-18,35-59,3,127,101102
2021-11-18,60-79,3,147,34173
2021-11-18,80+,3,130,10287
2021-11-18,00-04,4,1,7554
2021-11-18,05-14,4,4,52353
2021-11-18,15-34,4,17,74054
2021-11-18,35-59,4,58,101102
2021-11-18,60-79,4,85,34173
2021-11-18,80+,4,64,10287
2021-11-18,00-04,5,1,7554
2021-11-18,05-14,5,1,52353
2021-11-18,15-34,5,7,74054
2021-11-18,35-59,5,25,101102
2021-11-18,60-79,5,36,34173
2021-11-18,80+,5,46,10287
2021-11-18,00-04,6,2,7554
2021-11-18,05-14,6,1,52353
2021-11-18,15-34,6,6,74054
2021-11-18,35-59,6,8,101102
2021-11-18,60-79,6,16,34173
2021-11-18,80+,6,24,10287
2021-11-18,00-04,7,0,7554
2021-11-18,05-14,7,1,52353
2021-11-18,15-34,7,0,74054
2021-11-18,35-59,7,6,101102
2021-11-18,60-79,7,18,34173
2021-11-18,80+,7,7,10287
2021-11-19,00-04,0,107,7789
2021-11-19,05-14,0,117,52654
2021-11-19,15-34,0,448,74769
2021-11-19,35-59,0,1069,102540
2021-11-19,60-79,0,1788,34797
2021-11-19,80+,0,1722,10397
2021-11-19,00-04,1,19,7789
2021-11-19,05-14,1,34,52654
2021-11-19,15-34,1,189,74769
2021-11-19,35-59,1,755,102540
2021-11-19,60-79,1,866,34797
2021-11-19,80+,1,689,10397
2021-11-19,00-04,2,4,7789
2021-11-19,05-14,2,15,52654
2021-11-19,15-34,2,60,74769
2021-11-19,35-59,2,267,102540
2021-11-19,60-79,2,341,34797
2021-11-19,80+,2,264,10397
2021-11-19,00-04,3,3,7789
2021-11-19,05-14,3,8,52654
2021-11-19,15-34,3,34,74769
2021-11-19,35-59,3,135,102540
2021-11-19,60-79,3,144,34797
2021-11-19,80+,3,123,10397
2021-11-19,00-04,4,1,7789
2021-11-19,05-14,4,5,52654
2021-11-19,15-34,4,20,74769
2021-11-19,35-59,4,63,102540
2021-11-19,60-79,4,82,34797
2021-11-19,80+,4,71,10397
2021-11-19,00-04,5,1,7789
2021-11-19,05-14,5,1,52654
2021-11-19,15-34,5,2,74769
2021-11-19,35-59,5,15,102540
2021-11-19,60-79,5,38,34797
2021-11-19,80+,5,44,10397
2021-11-19,00-04,6,1,7789
2021-11-19,05-14,6,1,52654
2021-11-19,15-34,6,7,74769
2021-11-19,35-59,6,10,102540
2021-11-19,60-79,6,12,34797
2021-11-19,80+,6,20,10397
2021-11-19,00-04,7,0,7789
2021-11-19,05-14,7,2,52654
2021-11-19,15-34,7,2,74769
2021-11-19,35-59,7,14,102540
2021-11-19,60-79,7,17,34797
2021-11-19,80+,7,13,10397
2021-11-20,00-04,0,93,8214
2021-11-20,05-14,0,117,56735
2021-11-20,15-34,0,427,78605
2021-11-20,35-59,0,996,109094
2021-11-20,60-79,0,1669,36997
2021-11-20,80+,0,1653,11179
2021-11-20,00-04,1,27,8214
2021-11-20,05-14,1,36,56735
2021-11-20,15-34,1,220,78605
2021-11-20,35-59,1,821,109094
2021-11-20,60-79,1,997,36997
2021-11-20,80+,1,772,11179
2021-11-20,00-04,2,4,8214
2021-11-20,05-14,2,17,56735
2021-11-20,15-34,2,67,78605
2021-11-20,35-59,2,308,109094
2021-11-20,60-79,2,383,36997
2021-11-20,80+,2,294,11179
2021-11-20,00-04,3,2,8214
2021-11-20,05-14,3,17,56735
2021-11-20,15-34,3,34,78605
2021-11-20,35-59,3,149,109094
2021-11-20,60-79,3,157,36997
2021-11-20,80+,3,147,11179
2021-11-20,00-04,4,0,8214
2021-11-20,05-14,4,4,56735
2021-11-20,15-34,4,20,78605
2021-11-20,35-59,4,67,109094
2021-11-20,60-79,4,94,36997
2021-11-20,80+,4,73,11179
2021-11-20,00-04,5,1,8214
2021-11-20,05-14,5,1,56735
2021-11-20,15-34,5,0,78605
2021-11-20,35-59,5,23,109094
2021-11-20,60-79,5,45,36997
2021-11-20,80+,5,42,11179
2021-11-20,00-04,6,2,8214
2021-11-20,05-14,6,2,56735
2021-11-20,15-34,6,8,78605
2021-11-20,35-59,6,16,109094
2021-11-20,60-79,6,15,36997
2021-11-20,80+,6,23,11179
2021-11-20,00-04,7,1,8214
2021-11-20,05-14,7,3,56735
2021-11-20,15-34,7,3,78605
2021-11-20,35-59,7,9,109094
2021-11-20,60-79,7,21,36997
2021-11-20,80+,7,15,11179
2021-11-21,00-04,0,93,8421
2021-11-21,05-14,0,120,58886
2021-11-21,15-34,0,401,80252
2021-11-21,35-59,0,936,112460
2021-11-21,60-79,0,1605,38131
2021-11-21,80+,0,1584,11378
2021-11-21,00-04,1,29,8421
2021-11-21,05-14,1,37,58886
2021-11-21,15-34,1,219,80252
2021-11-21,35-59,1,820,112460
2021-11-21,60-79,1,1077,38131
2021-11-21,80+,1,814,11378
2021-11-21,00-04,2,4,8421
2021-11-21,05-14,2,17,58886
2021-11-21,15-34,2,80,80252
2021-11-21,35-59,2,349,112460
2021-11-21,60-79,2,396,38131
2021-11-21,80+,2,319,11378
2021-11-21,00-04,3,3,8421
2021-11-21,05-14,3,18,58886
2021-11-21,15-34,3,32,80252
2021-11-21,35-59,3,158,112460
2021-11-21,60-79,3,165,38131
2021-11-21,80+,3,151,11378
2021-11-21,00-04,4,0,8421
2021-11-21,05-14,4,5,58886
2021-11-21,15-34,4,19,80252
2021-11-21,35-59,4,78,112460
2021-11-21,60-79,4,95,38131
2021-11-21,80+,4,72,11378
2021-11-21,00-04,5,1,8421
2021-11-21,05-14,5,1,58886
2021-11-21,15-34,5,0,80252
2021-11-21,35-59,5,22,112460
2021-11-21,60-79,5,53,38131
2021-11-21,80+,5,41,11378
2021-11-21,00-04,6,3,8421
2021-11-21,05-14,6,3,58886
2021-11-21,15-34,6,8,80252
2021-11-21,35-59,6,12,112460
2021-11-21,60-79,6,19,38131
2021-11-21,80+,6,22,11378
2021-11-21,00-04,7,0,8421
2021-11-21,05-14,7,3,58886
2021-11-21,15-34,7,3,80252
2021-11-21,35-59,7,7,112460
2021-11-21,60-79,7,20,38131
2021-11-21,80+,7,15,11378
2021-11-22,00-04,0,107,8788
2021-11-22,05-14,0,135,61420
2021-11-22,15-34,0,423,82875
2021-11-22,35-59,0,1083,116815
2021-11-22,60-79,0,1776,39351
2021-11-22,80+,0,1747,11800
2021-11-22,00-04,1,20,8788
2021-11-22,05-14,1,32,61420
2021-11-22,15-34,1,214,82875
2021-11-22,35-59,1,766,116815
2021-11-22,60-79,1,935,39351
2021-11-22,80+,1,721,11800
2021-11-22,00-04,2,2,8788
2021-11-22,05-14,2,23,61420
2021-11-22,15-34,2,62,82875
2021-11-22,35-59,2,313,116815
2021-11-22,60-79,2,376,39351
2021-11-22,80+,2,289,11800
2021-11-22,00-04,3,3,8788
2021-11-22,05-14,3,13,61420
2021-11-22,15-34,3,36,82875
2021-11-22,35-59,3,165,116815
2021-11-22,60-79,3,169,39351
2021-11-22,80+,3,172,11800
2021-11-22,00-04,4,0,8788
2021-11-22,05-14,4,3,61420
2021-11-22,15-34,4,16,82875
2021-11-22,35-59,4,69,116815
2021-11-22,60-79,4,97,39351
2021-11-22,80+,4,60,11800
2021-11-22,00-04,5,3,8788
2021-11-22,05-14,5,0,61420
2021-11-22,15-34,5,2,82875
2021-11-22,35-59,5,22,116815
2021-11-22,60-79,5,46,39351
2021-11-22,80+,5,47,11800
2021-11-22,00-04,6,3,8788
2021-11-22,05-14,6,5,61420
2021-11-22,15-34,6,5,82875
2021-11-22,35-59,6,13,116815
2021-11-22,60-79,6,21,39351
2021-11-22,80+,6,14,11800
2021-11-22,00-04,7,0,8788
2021-11-22,05-14,7,2,61420
2021-11-22,15-34,7,4,82875
2021-11-22,35-59,7,5,116815
2021-11-22,60-79,7,22,39351
2021-11-22,80+,7,20,11800
2021-11-23,00-04,0,95,9149
2021-11-23,05-14,0,142,63149
2021-11-23,15-34,0,466,85733
2021-11-23,35-59,0,1146,121047
2021-11-23,60-79,0,1918,40740
2021-11-23,80+,0,1876,12294
2021-11-23,00-04,1,20,9149
2021-11-23,05-14,1,30,63149
2021-11-23,15-34,1,202,85733
2021-11-23,35-59,1,776,121047
2021-11-23,60-79,1,902,40740
2021-11-23,80+,1,703,12294
2021-11-23,00-04,2,3,9149
2021-11-23,05-14,2,22,63149
2021-11-23,15-34,2,57,85733
2021-11-23,35-59,2,303,121047
2021-11-23,60-79,2,343,40740
2021-11-23,80+,2,297,12294
2021-11-23,00-04,3,2,9149
2021-11-23,05-14,3,10,63149
2021-11-23,15-34,3,23,85733
2021-11-23,35-59,3,144,121047
2021-11-23,60-79,3,162,40740
2021-11-23,80+,3,166,12294
2021-11-23,00-04,4,0,9149
2021-11-23,05-14,4,3,63149
2021-11-23,15-34,4,15,85733
2021-11-23,35-59,4,66,121047
2021-11-23,60-79,4,109,40740
2021-11-23,80+,4,62,12294
2021-11-23,00-04,5,3,9149
2021-11-23,05-14,5,2,63149
2021-11-23,15-34,5,7,85733
2021-11-23,35-59,5,21,121047
2021-11-23,60-79,5,40,40740
2021-11-23,80+,5,39,12294
2021-11-23,00-04,6,3,9149
2021-11-23,05-14,6,4,63149
2021-11-23,15-34,6,2,85733
2021-11-23,35-59,6,12,121047
2021-11-23,60-79,6,28,40740
2021-11-23,80+,6,18,12294
2021-11-23,00-04,7,0,9149
2021-11-23,05-14,7,2,63149
2021-11-23,15-34,7,7,85733
2021-11-23,35-59,7,11,121047
2021-11-23,60-79,7,22,40740
2021-11-23,80+,7,23,12294
2021-11-24,00-04,0,104,9276
2021-11-24,05-14,0,128,63432
2021-11-24,15-34,0,423,86039
2021-11-24,35-59,0,1138,123153
2021-11-24,60-79,0,1901,41444
2021-11-24,80+,0,1931,12613
2021-11-24,00-04,1,26,9276
2021-11-24,05-14,1,32,63432
2021-11-24,15-34,1,198,86039
2021-11-24,35-59,1,792,123153
2021-11-24,60-79,1,928,41444
2021-11-24,80+,1,707,12613
2021-11-24,00-04,2,5,9276
2021-11-24,05-14,2,23,63432
2021-11-24,15-34,2,67,86039
2021-11-24,35-59,2,333,123153
2021-11-24,60-79,2,368,41444
2021-11-24,80+,2,304,12613
2021-11-24,00-04,3,2,9276
2021-11-24,05-14,3,8,63432
2021-11-24,15-34,3,33,86039
2021-11-24,35-59,3,124,123153
2021-11-24,60-79,3,167,41444
2021-11-24,80+,3,155,12613
2021-11-24,00-04,4,2,9276
2021-11-24,05-14,4,6,63432
2021-11-24,15-34,4,13,86039
2021-11-24,35-59,4,71,123153
2021-11-24,60-79,4,119,41444
2021-11-24,80+,4,58,12613
2021-11-24,00-04,5,3,9276
2021-11-24,05-14,5,2,63432
2021-11-24,15-34,5,6,86039
2021-11-24,35-59,5,18,123153
2021-11-24,60-79,5,35,41444
2021-11-24,80+,5,41,12613
2021-11-24,00-04,6,2,9276
2021-11-24,05-14,6,5,63432
2021-11-24,15-34,6,2,86039
2021-11-24,35-59,6,13,123153
2021-11-24,60-79,6,24,41444
2021-11-24,80+,6,20,12613
2021-11-24,00-04,7,0,9276
2021-11-24,05-14,7,1,63432
2021-11-24,15-34,7,7,86039
2021-11-24,35-59,7,16,123153
2021-11-24,60-79,7,18,41444
2021-11-24,80+,7,25,12613
2021-11-25,00-04,0,101,9649
2021-11-25,05-14,0,122,66296
2021-11-25,15-34,0,422,88556
2021-11-25,35-59,0,1173,128389
2021-11-25,60-79,0,1972,42797
2021-11-25,80+,0,1998,12909
2021-11-25,00-04,1,29,9649
2021-11-25,05-14,1,29,66296
2021-11-25,15-34,1,184,88556
2021-11-25,35-59,1,826,128389
2021-11-25,60-79,1,921,42797
2021-11-25,80+,1,672,12909
2021-11-25,00-04,2,6,9649
2021-11-25,05-14,2,28,66296
2021-11-25,15-34,2,79,88556
2021-11-25,35-59,2,312,128389
2021-11-25,60-79,2,389,42797
2021-11-25,80+,2,310,12909
2021-11-25,00-04,3,0,9649
2021-11-25,05-14,3,6,66296
2021-11-25,15-34,3,35,88556
2021-11-25,35-59,3,125,128389
2021-11-25,60-79,3,167,42797
2021-11-25,80+,3,152,12909
2021-11-25,00-04,4,4,9649
2021-11-25,05-14,4,7,66296
2021-11-25,15-34,4,8,88556
2021-11-25,35-59,4,63,128389
2021-11-25,60-79,4,121,42797
2021-11-25,80+,4,67,12909
2021-11-25,00-04,5,2,9649
2021-11-25,05-14,5,2,66296
2021-11-25,15-34,5,6,88556
2021-11-25,35-59,5,17,128389
2021-11-25,60-79,5,36,42797
2021-11-25,80+,5,32,12909
2021-11-25,00-04,6,0,9649
2021-11-25,05-14,6,6,66296
2021-11-25,15-34,6,3,88556
2021-11-25,35-59,6,13,128389
2021-11-25,60-79,6,23,42797
2021-11-25,80+,6,27,12909
2021-11-25,00-04,7,0,9649
2021-11-25,05-14,7,1,66296
2021-11-25,15-34,7,8,88556
2021-11-25,35-59,7,16,128389
2021-11-25,60-79,7,19,42797
2021-11-25,80+,7,19,12909
2021-11-26,00-04,0,101,10193
2021-11-26,05-14,0,114,69571
2021-11-26,15-34,0,417,91945
2021-11-26,35-59,0,1213,134460
2021-11-26,60-79,0,2008,44643
2021-11-26,80+,0,1952,13167
2021-11-26,00-04,1,26,10193
2021-11-26,05-14,1,33,69571
2021-11-26,15-34,1,189,91945
2021-11-26,35-59,1,822,134460
2021-11-26,60-79,1,914,44643
2021-11-26,80+,1,663,13167
2021-11-26,00-04,2,4,10193
2021-11-26,05-14,2,26,69571
2021-11-26,15-34,2,81,91945
2021-11-26,35-59,2,333,134460
2021-11-26,60-79,2,408,44643
2021-11-26,80+,2,320,13167
2021-11-26,00-04,3,2,10193
2021-11-26,05-14,3,9,69571
2021-11-26,15-34,3,34,91945
2021-11-26,35-59,3,127,134460
2021-11-26,60-79,3,185,44643
2021-11-26,80+,3,132,13167
2021-11-26,00-04,4,5,10193
2021-11-26,05-14,4,5,69571
2021-11-26,15-34,4,11,91945
2021-11-26,35-59,4,61,134460
2021-11-26,60-79,4,110,44643
2021-11-26,80+,4,59,13167
2021-11-26,00-04,5,1,10193
2021-11-26,05-14,5,2,69571
2021-11-26,15-34,5,9,91945
2021-11-26,35-59,5,18,134460
2021-11-26,60-79,5,42,44643
2021-11-26,80+,5,38,13167
2021-11-26,00-04,6,0,10193
2021-11-26,05-14,6,6,69571
2021-11-26,15-34,6,6,91945
2021-11-26,35-59,6,18,134460
2021-11-26,60-79,6,24,44643
2021-11-26,80+,6,22,13167
2021-11-26,00-04,7,0,10193
2021-11-26,05-14,7,1,69571
2021-11-26,15-34,7,7,91945
2021-11-26,35-59,7,15,134460
2021-11-26,60-79,7,21,44643
2021-11-26,80+,7,20,13167
2021-11-27,00-04,0,99,10460
2021-11-27,05-14,0,106,70191
2021-11-27,15-34,0,387,93240
2021-11-27,35-59,0,1083,136511
2021-11-27,60-79,0,1848,45194
2021-11-27,80+,0,1790,13352
2021-11-27,00-04,1,38,10460
2021-11-27,05-14,1,43,70191
2021-11-27,15-34,1,199,93240
2021-11-27,35-59,1,890,136511
2021-11-27,60-79,1,1010,45194
2021-11-27,80+,1,764,13352
2021-11-27,00-04,2,3,10460
2021-11-27,05-14,2,19,70191
2021-11-27,15-34,2,91,93240
2021-11-27,35-59,2,353,136511
2021-11-27,60-79,2,458,45194
2021-11-27,80+,2,347,13352
2021-11-27,00-04,3,2,10460
2021-11-27,05-14,3,9,70191
2021-11-27,15-34,3,35,93240
2021-11-27,35-59,3,153,136511
2021-11-27,60-79,3,206,45194
2021-11-27,80+,3,140,13352
2021-11-27,00-04,4,4,10460
2021-11-27,05-14,4,6,70191
2021-11-27,15-34,4,18,93240
2021-11-27,35-59,4,56,136511
2021-11-27,60-79,4,114,45194
2021-11-27,80+,4,68,13352
2021-11-27,00-04,5,0,10460
2021-11-27,05-14,5,2,70191
2021-11-27,15-34,5,9,93240
2021-11-27,35-59,5,17,136511
2021-11-27,60-79,5,55,45194
2021-11-27,80+,5,37,13352
2021-11-27,00-04,6,0,10460
2021-11-27,05-14,6,5,70191
2021-11-27,15-34,6,4,93240
